HabitoPago;Km_Score;Habito;Km_Grupo;Tercero;CargaNacional;VariosVehiculos;Antiguedad;Arpu;Km_Recorridos;NroRevisiones;Uso;Balance;AtencionAlarmas;TiempoActivo;Facturado;OdsUnidad;Grupo;Target
HC;Sin Clasificar;3;0;0;0;0;0,352272727;0,4639;0;0;0;-1;1;0,322;1;1;0,564234326;1
HA;Estable;5;2;0;0;0;0,363636363;0,4685;0;0;0,136;-1;1;0,225;0;1;0,943473792;1
HE;Sin Clasificar;1;0;0;1;1;0,357954545;0,1319;0;0;0;0;1;0,225;0;1;0,140801644;0
HC;Sin Clasificar;3;0;0;1;1;0,346590909;0,1319;0;0;0;0;1;0,322;1;1;0;1
HE;Sin Clasificar;1;0;0;1;1;0,352272727;0,1319;0;0;0;0;1;1;0;1;0;1
HD;Sin Clasificar;2;0;0;0;0;0,34090909;0,3439;0;0;0,137;-1;1;1;1;1;0;1
HD;Sin Clasificar;2;0;0;0;0;0,352272727;0,3439;0;0;0,014;-1;1;0;0;1;0,378211716;0
HD;Sin Clasificar;2;0;0;0;0;0,346590909;0,3439;0;0;0;-1;1;0,225;0;1;0,378211716;0
HE;Sin Clasificar;1;0;0;1;0;0,335227272;0,3748;0;0;0;1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,34090909;0,3748;0;0;0;1;1;0,225;1;1;0,139773895;0
HC;Sin Clasificar;3;0;0;1;0;0,329545454;0,3748;0;0;0;1;1;0,903;0;1;0,574511819;1
HB;Sin Clasificar;4;0;0;1;0;0,335227272;0,4685;0;0;0;-1;1;0;0;1;0,753340184;0
HB;Sin Clasificar;4;0;0;0;0;0,329545454;0,5023;0;0;0,147;-1;1;0,354;1;1;0,745118191;1
H0;Estable;0;2;0;1;0;0,318181818;0,4685;0;0;0;-1;1;1;1;1;0;1
HB;Estable;4;2;0;1;1;0,335227272;0,3439;0;0;0,179;-1;1;0,258;1;1;0,840698869;0
HE;Sin Clasificar;1;0;0;0;0;0,335227272;0,3439;0;0;0;-1;1;0,258;1;1;0,128468653;1
HA;Estable;5;2;0;1;0;0,3125;0,3439;0;0;0,136;-1;1;0,322;1;1;0,956834532;1
HE;Sin Clasificar;1;0;0;0;1;0,323863636;0,4685;0;0;0;-1;1;0,225;0;1;0,130524152;0
HE;Sin Clasificar;1;0;0;0;1;0,318181818;0,4685;0;0;0;-1;1;1;0;1;0;1
HC;Estable;3;2;0;0;1;0,3125;0,4685;0;0;0;-1;1;0,322;1;1;0;1
H0;Sin Clasificar;0;0;0;0;0;0,306818181;0,6139;0;0;0;0;1;0,645;0;1;0,005138746;1
HE;Sin Clasificar;1;0;0;0;0;0,3125;0,6139;0;0;0;0;1;0;0;1;0,126413155;0
HA;Sin Clasificar;5;0;0;0;0;0,306818181;0,4454;0;0;0;-1;1;0,677;0;1;0,889003083;0
HD;Sin Clasificar;2;0;0;1;0;0,318181818;0,3879;0;0;0;-1;1;0,225;0;1;0,38643371;0
H0;Estable;0;2;0;1;0;0,301136363;0,4685;0;0;0;-1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,306818181;0,4685;0;0;0;-1;1;1;1;1;0;1
HA;Sin Clasificar;5;0;0;1;0;0,318181818;0,3614;0;0;0;-1;1;0,258;1;1;0,900308324;1
HB;Sin Clasificar;4;0;0;0;0;0,306818181;0,1319;0;0;0,04;0;1;0;0;1;0,744090441;1
HA;Sin Clasificar;5;0;0;0;0;0,3125;0,1319;0;0;0;0;1;0;0;1;0,889003083;1
HA;Sin Clasificar;5;0;0;0;0;0,301136363;0,1319;0;0;0;0;1;0,322;1;1;0,890030832;0
HE;Estable;1;2;0;1;0;0,306818181;0,3439;0;0;0;0;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,301136363;0,5023;0;0;0;-1;1;0;0;1;0,137718396;0
HD;Sin Clasificar;2;0;0;1;0;0,295454545;0,5023;0;0;0;-1;1;0,645;0;1;0,38643371;1
H0;Sin Clasificar;0;0;0;1;0;0,295454545;0,3439;0;0;0;0;1;0,677;0;1;0,013360739;0
HE;Sin Clasificar;1;0;0;1;0;0,306818181;0,3879;0;0;0;-1;1;0,225;0;1;0,137718396;0
HB;Sin Clasificar;4;0;0;1;0;0,295454545;0,3879;0;0;0;-1;1;0,322;0;1;0,753340184;1
HE;Sin Clasificar;1;0;0;1;0;0,301136363;0,3879;0;0;0;-1;1;1;0;1;0;1
HE;Estable;1;2;0;0;0;0,306818181;0,4685;0;0;0;0;1;0,225;0;1;0,23946557;0
HE;Estable;1;2;0;0;0;0,301136363;0,4685;0;0;0;0;1;1;0;1;0;1
HB;Sin Clasificar;4;0;0;1;0;0,295454545;0,4685;0;0;0;-1;1;0,677;0;1;0,753340184;0
HC;Sin Clasificar;3;0;0;1;0;0,3125;0,3879;0;0;0;-1;1;0,258;1;1;0,576567317;1
HC;Sin Clasificar;3;0;0;1;0;0,301136363;0,5023;0;0;0;-1;1;0,225;0;1;0,574511819;0
HC;Sin Clasificar;3;0;0;1;0;0,295454545;0,5023;0;0;0,04;-1;1;1;0;1;0;1
HC;Estable;3;2;0;1;0;0,289772727;0,5023;0;0;0;-1;1;0,322;1;1;0,669064748;1
HC;Sin Clasificar;3;0;0;0;0;0,301136363;0,3753;0;0;0;-1;1;0;0;1;0,563206577;1
HA;Sin Clasificar;5;0;0;0;0;0,284090909;0,3753;0;0;0;-1;1;0,903;1;1;0,890030832;1
HB;Sin Clasificar;4;0;0;0;0;0,27840909;0,3879;0;0;0,051;0;1;0,677;0;1;0,744090441;0
HD;Sin Clasificar;2;0;0;1;0;0,27840909;0,3439;0;0;0;0;1;0,645;0;1;0,38643371;0
HC;Sin Clasificar;3;0;0;1;0;0,284090909;0,3439;0;0;0;0;1;0;0;1;0,574511819;0
HD;Sin Clasificar;2;0;0;1;0;0,27840909;0,1319;0;0;0,025;-1;1;0,225;0;1;0,38643371;0
HD;Sin Clasificar;2;0;0;1;0;0,272727272;0,1319;0;0;0,001;-1;1;1;1;1;0;1
HC;Sin Clasificar;3;0;0;1;0;0,284090909;0,1319;0;0;0;-1;1;0;0;1;0,574511819;0
HB;Sin Clasificar;4;0;0;1;0;0,267045454;0,1319;0;0;0,126;-1;1;0,677;0;1;0,753340184;0
HA;Sin Clasificar;5;0;0;1;0;0,272727272;0,4685;0;0;0;0;1;0,225;0;1;0,899280575;0
HA;Sin Clasificar;5;0;0;1;0;0,267045454;0,4685;0;0;0,014;0;1;1;1;1;0;1
HD;Estable;2;2;0;0;0;0,272727272;0,3753;0;0;0;0;1;0,225;0;1;0,462487153;0
HB;Estable;4;2;0;0;0;0,267045454;0,3753;0;0;0;0;1;1;0;1;0;1
HB;Estable;4;2;0;0;0;0,261363636;0,3753;0;0;0;0;1;0,322;1;1;0,816032887;1
HE;Sin Clasificar;1;0;0;1;0;0,272727272;0,2632;0;0;0;-1;1;0,258;0,933;1;0,138746145;1
H0;Sin Clasificar;0;0;0;1;0;0,255681818;0,1319;0;0;0;-1;1;0,645;0;1;0,013360739;0
HE;Sin Clasificar;1;0;0;1;0;0,261363636;0,1319;0;0;0;-1;1;0;0;1;0,137718396;0
HA;Sin Clasificar;5;0;0;0;0;0,255681818;0,4487;0;0;0;0;1;0,322;1;1;0,890030832;1
HA;Sin Clasificar;5;0;0;0;0;0,267045454;0,4487;0;0;0,225;0;1;0,225;0;1;0,891058581;0
HC;Sin Clasificar;3;0;0;0;0;0,255681818;0,3052;0;0;0;0;1;0,87;1;1;0,564234326;1
HC;Sin Clasificar;3;0;0;1;0;0,267045454;0,1342;0;0;0;0;1;0,258;0,933;1;0,575539568;1
HA;Sin Clasificar;5;0;0;1;0;0,25;0,4639;0;0;0;-1;1;0,322;1;1;0,900308324;1
HD;Sin Clasificar;2;0;0;1;0;0,255681818;0,4639;0;0;0,053;-1;1;1;0;1;0;1
HC;Sin Clasificar;3;0;0;1;0;0,261363636;0,4639;0;0;0,014;-1;1;0,225;0;1;0,574511819;0
HE;Sin Clasificar;1;0;0;1;0;0,244318181;0,7635;0;0;0,102;-1;1;1;0;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,25;0,7635;0;0;0,051;-1;1;0,225;0;1;0,137718396;0
HE;Sin Clasificar;1;0;0;1;0;0,255681818;0,7635;0;0;0,026;-1;1;0;0;1;0,137718396;0
HC;Sin Clasificar;3;0;0;1;0;0,232954545;0,5754;0;0;0;-1;1;0,645;0;1;0,574511819;0
HB;Sin Clasificar;4;0;0;1;0;0,238636363;0,5754;0;0;0;-1;1;0;0;1;0,753340184;0
HC;Sin Clasificar;3;0;0;1;0;0,244318181;0,4639;0;0;0,029;-1;1;0;0;1;0,574511819;1
HC;Estable;3;2;0;0;1;0,221590909;0,3052;0;0;0,076;0;1;0,645;0;1;0,655704008;1
HA;Sin Clasificar;5;0;0;1;0;0,227272727;0,1319;0;0;0,026;-1;1;1;1;1;0;1
HA;Estable;5;2;0;1;0;0,232954545;0,1319;0;0;0,014;-1;1;0,225;0;1;0,955806783;0
HA;Estable;5;2;0;1;1;0,227272727;0,4685;0;0;0;-1;1;0,225;0;1;0,961973278;0
HC;Sin Clasificar;3;0;0;0;0;0,232954545;0,6012;0;0;0,249;0;1;0,258;1;1;0,565262076;0
HB;Sin Clasificar;4;0;0;0;0;0,21590909;0,4639;0;0;0;-1;1;0,677;0;1;0,744090441;0
HB;Sin Clasificar;4;0;0;1;0;0,21590909;0,4685;0;0;0,057;-1;1;0,645;0;1;0,753340184;1
HD;Estable;2;2;0;1;0;0,227272727;0,1319;0;0;0;-1;1;0,225;1;1;0,485097636;0
HB;Estable;4;2;0;1;0;0,21590909;0,1319;0;0;0;-1;1;0,87;0;1;0,831449126;1
HD;Estable;2;2;0;1;0;0,221590909;0,1319;0;0;0;-1;1;1;1;1;0;1
HD;Estable;2;2;0;1;0;0,232954545;0,1319;0;0;0;-1;1;0;0;1;0,483042137;0
HE;Sin Clasificar;1;0;1;1;0;0,227272727;0,451;0;0;0;-1;1;0,903;1;1;0,142857142;1
HA;Sin Clasificar;5;0;0;0;0;0,21590909;0,6012;0;0;0,055;-1;1;1;0;1;0;1
HA;Sin Clasificar;5;0;0;0;0;0,221590909;0,6012;0;0;0,056;-1;1;0,225;0;1;0,889003083;0
HD;Sin Clasificar;2;0;0;1;0;0,221590909;0,4685;0;0;0;0;1;0,225;0;1;0,38643371;0
HD;Sin Clasificar;2;0;0;1;0;0,21590909;0,4685;0;0;0,051;0;1;1;0;1;0;1
HC;Estable;3;2;0;0;0;0,221590909;0,4685;0;0;0,28;-1;1;0;0;1;0,649537512;1
H0;Sin Clasificar;0;0;0;1;0;0,193181818;0,3509;0;0;0;0;1;0,322;1;1;0,01233299;0
HE;Sin Clasificar;1;0;0;1;0;0,198863636;0,3509;0;0;0;0;1;0;0;1;0,135662898;0
HE;Sin Clasificar;1;0;0;1;0;0,204545454;0,3509;0;0;0;0;1;0;0;1;0,135662898;0
HB;Sin Clasificar;4;0;0;0;0;0,193181818;0,4685;0;0;0;-1;1;0,645;0;1;0,742034943;0
HE;Sin Clasificar;1;0;0;0;0;0,198863636;0,4685;0;0;0;-1;1;0;0;1;0,124357656;0
HA;Sin Clasificar;5;0;0;0;0;0,193181818;0,4685;0;0;0,025;-1;1;0,677;0;1;0,887975334;0
HC;Sin Clasificar;3;0;0;1;0;0,193181818;0,6139;0;0;0;-1;1;0,322;1;1;0,573484069;1
HC;Sin Clasificar;3;0;0;1;0;0,193181818;0,4685;0;0;0;-1;1;0,677;0;1;0,57245632;0
H0;Sin Clasificar;0;0;0;0;0;0,1875;0,3439;0;0;0;0;1;0,322;1;1;0;1
HE;Sin Clasificar;1;0;0;0;0;0,193181818;0,3439;0;0;0;0;1;1;0;1;0;1
HE;Sin Clasificar;1;0;0;0;0;0,198863636;0,3439;0;0;0;0;1;0,225;0;1;0,124357656;0
HE;Sin Clasificar;1;0;0;0;0;0,198863636;0,4685;0;0;0;-1;1;0,225;0;1;0,124357656;0
HC;Sin Clasificar;3;0;0;0;0;0,1875;0,4685;0;0;0;-1;1;1;1;1;0;1
HE;Estable;1;2;0;0;0;0,193181818;0,4685;0;0;0;-1;1;1;1;1;0;1
HC;Sin Clasificar;3;0;0;1;0;0,1875;0,4685;0;0;0;-1;1;0,677;0;1;0,57245632;0
HE;Sin Clasificar;1;0;0;1;0;0,193181818;0,1319;0;0;0;-1;1;0,9;0;1;0,135662898;1
HE;Sin Clasificar;1;0;0;1;0;0,198863636;0,1319;0;0;0;-1;1;0,354;1;1;0,136690647;1
HC;Estable;3;2;0;0;0;0,204545454;0,4685;0;0;0,472;-1;1;0,258;1;1;0,646454265;1
H0;Sin Clasificar;0;0;0;0;0;0,1875;0,4685;0;0;0,025;1;1;0,645;0;1;0,004110996;0
HD;Sin Clasificar;2;0;0;0;0;0,193181818;0,4685;0;0;0;1;1;0;0;1;0,377183967;0
HB;Sin Clasificar;4;0;0;0;0;0,198863636;0,6139;0;0;0;-1;1;0,225;0;1;0,742034943;0
HB;Estable;4;2;0;0;0;0,193181818;0,6139;0;0;0;-1;1;1;0;1;0;1
HD;Sin Clasificar;2;0;0;1;0;0,204545454;0,4685;0;0;0,117;-1;1;0,258;1;1;0,38540596;1
HC;Sin Clasificar;3;0;0;0;0;0,181818181;0,4685;0;0;0;-1;1;0,677;0;1;0,55909558;0
HB;Sin Clasificar;4;0;0;0;0;0,193181818;0,4685;0;0;0;-1;1;0,225;0;1;0,742034943;0
HC;Sin Clasificar;3;0;0;0;0;0,1875;0,4685;0;0;0;-1;1;1;0;1;0;1
H0;Sin Clasificar;0;0;0;0;0;0,181818181;0,4685;0;0;0;-1;1;0,322;1;1;0;1
HC;Sin Clasificar;3;0;0;0;0;0,198863636;0,4685;0;0;0,025;-1;1;0;0;1;0,55909558;1
HA;Sin Clasificar;5;0;0;1;0;0,193181818;0,3439;0;0;0;-1;1;0,354;1;1;0,898252826;1
HB;Sin Clasificar;4;0;0;0;0;0,1875;0,4685;0;0;0;-1;1;0,225;0;1;0,742034943;0
HB;Sin Clasificar;4;0;0;0;0;0,181818181;0,4685;0;0;0;-1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,181818181;0,4685;0;0;0;0;1;0;0;1;0,135662898;0
HE;Sin Clasificar;1;0;0;1;0;0,176136363;0,4685;0;0;0;0;1;0,645;0;1;0,135662898;0
HA;Sin Clasificar;5;0;0;1;0;0,176136363;0,4685;0;0;0,065;-1;1;0,322;1;1;0,898252826;0
HA;Sin Clasificar;5;0;0;1;0;0,1875;0,4685;0;0;0,025;-1;1;0;0;1;0,896197327;0
HA;Sin Clasificar;5;0;0;1;0;0,181818181;0,4685;0;0;0,025;-1;1;0;0;1;0,896197327;1
HA;Sin Clasificar;5;0;0;1;0;0,181818181;0,4685;0;0;0,051;-1;1;1;0;1;0;1
HB;Estable;4;2;0;1;0;0,176136363;0,4685;0;0;0,093;-1;1;0,322;1;1;0,828365878;1
HA;Sin Clasificar;5;0;0;1;0;0,1875;0,4685;0;0;0;-1;1;0,225;0;1;0,896197327;0
HB;Estable;4;2;0;0;0;0,193181818;0,6139;0;0;0;-1;1;0,258;1;1;0,809866392;1
HA;Sin Clasificar;5;0;0;1;0;0,181818181;0,3439;0;0;0;-1;1;1;0;1;0;1
HA;Sin Clasificar;5;0;0;1;0;0,176136363;0,3439;0;0;0;-1;1;0,322;1;1;0,898252826;1
HB;Sin Clasificar;4;0;0;0;0;0,176136363;0,2136;0;0;0,014;0;1;0,645;0;1;0,742034943;0
HA;Sin Clasificar;5;0;0;0;0;0,181818181;0,2136;0;0;0,142;0;1;0;0;1;0,887975334;1
HB;Sin Clasificar;4;0;0;1;0;0,181818181;0,3439;0;0;0;0;1;0,225;0;1;0,751284686;1
HA;Sin Clasificar;5;0;0;0;0;0,170454545;0,4685;0;0;0;-1;1;0,677;0;1;0,887975334;0
HD;Sin Clasificar;2;0;0;1;0;0,1875;0,4685;0;0;0,078;0;1;0;0;1;0,384378211;1
HA;Estable;5;2;0;0;0;0,176136363;0,4685;0;0;0,344;0;1;0,129;1;1;0,941418293;1
HD;Sin Clasificar;2;0;0;1;0;0,164772727;0,4685;0;0;0;-1;1;0,322;1;1;0,38540596;0
HE;Sin Clasificar;1;0;0;1;0;0,176136363;0,4685;0;0;0,029;-1;1;0;0;1;0,135662898;0
HE;Sin Clasificar;1;0;0;1;0;0,170454545;0,4685;0;0;0,014;-1;1;0;0;1;0,135662898;0
HD;Sin Clasificar;2;0;0;0;0;0,164772727;0,3439;0;0;0;0;1;1;0;1;0;1
HE;Sin Clasificar;1;0;0;0;0;0,170454545;0,3439;0;0;0;0;1;0,225;0;1;0,124357656;0
HC;Sin Clasificar;3;0;0;0;0;0,159090909;0,3439;0;0;0;0;1;0,322;1;1;0,561151079;1
HC;Sin Clasificar;3;0;0;0;0;0,176136363;0,2407;0;0;0;-1;1;0,258;0,914;1;0,560123329;1
HA;Estable;5;2;0;1;1;0,170454545;0,4685;0;0;0;-1;1;0,225;1;1;0,95889003;1
H0;Estable;0;2;0;0;0;0,159090909;0,3439;0;0;0;-1;1;0,677;0;1;0,063720452;0
HD;Sin Clasificar;2;0;0;0;0;0,164772727;0,3439;0;0;0,025;-1;1;0,838;0;1;0,377183967;1
HC;Estable;3;2;0;1;1;0,170454545;0,1319;0;0;0,04;-1;1;0;0;1;0,676258992;1
HC;Sin Clasificar;3;0;0;1;1;0,164772727;0,1319;0;0;0,054;-1;1;0,225;1;1;0,577595066;1
HD;Estable;2;2;0;0;0;0,164772727;0,4685;0;0;0,21;-1;1;0,225;1;1;0,460431654;1
HA;Sin Clasificar;5;0;0;0;0;0,15340909;0,3439;0;0;0;-1;1;0,322;1;1;0;1
HB;Sin Clasificar;4;0;0;0;0;0,164772727;0,3439;0;0;0;-1;1;0,225;0;1;0,742034943;0
HB;Sin Clasificar;4;0;0;0;0;0,159090909;0,3439;0;0;0;-1;1;1;0;1;0;1
HB;Sin Clasificar;4;0;0;1;0;0,164772727;0,4685;0;0;0,014;-1;1;0,225;1;1;0,752312435;1
HC;Sin Clasificar;3;0;0;1;0;0,170454545;0,4685;0;0;0,147;-1;1;0;0;1;0,57245632;1
HB;Sin Clasificar;4;0;0;0;0;0,147727272;0,3439;0;0;0;0;1;0,677;0;1;0,742034943;0
HE;Sin Clasificar;1;0;0;0;0;0,147727272;0,4685;0;0;0,026;-1;1;0;0;1;0,124357656;1
HC;Sin Clasificar;3;0;0;0;0;0,142045454;0,3439;0;0;0,207;-1;1;0;0;1;0,562178828;1
HC;Sin Clasificar;3;0;0;0;0;0,147727272;0,4685;0;0;0;-1;1;0,354;1;1;0,561151079;1
HB;Estable;4;2;0;0;0;0,15340909;0,3439;0;0;0,316;-1;1;0,258;1;1;0,811921891;1
HD;Sin Clasificar;2;0;0;1;0;0,136363636;0,5023;0;0;0;1;1;0,741;1;1;0,383350462;0
HC;Estable;3;2;0;1;0;0,142045454;0,3439;0;0;0,297;0;1;0,258;1;1;0,667009249;1
HA;Sin Clasificar;5;0;0;1;0;0,142045454;0,2659;0;0;0;-1;1;0,258;0,847;1;0,897225077;1
HE;Estable;1;2;0;0;0;0,130681818;0,4685;0;0;0,161;-1;1;1;1;1;0;1
HB;Sin Clasificar;4;0;0;0;0;0,142045454;0,4685;0;0;0;-1;1;0,258;1;1;0,743062692;1
HD;Sin Clasificar;2;0;0;0;0;0,136363636;0,4894;0;0;0,026;-1;1;0;0;1;0,375128468;0
HA;Sin Clasificar;5;0;0;1;0;0,119318181;0,4685;0;0;0;-1;1;0,87;0;1;0,894141829;1
HD;Sin Clasificar;2;0;0;0;0;0,125;0,3439;0;0;0;-1;1;1;0;1;0;1
HB;Sin Clasificar;4;0;0;0;0;0,119318181;0,3439;0;0;0;-1;1;0,322;1;1;0,741007194;1
HA;Sin Clasificar;5;0;0;0;0;0,119318181;0,4685;0;0;0;-1;1;0,677;0;1;0,885919835;0
HE;Sin Clasificar;1;0;0;0;0;0,125;0,3439;0;0;0,025;-1;1;0;0;1;0,122302158;0
HC;Sin Clasificar;3;0;0;1;0;0,113636363;0,4685;0;0;0;-1;1;0,677;0;1;0,570400822;0
HC;Sin Clasificar;3;0;0;0;0;0,113636363;0,3439;0;0;0,054;0;1;0,677;0;1;0,556012332;0
HE;Estable;1;2;0;1;0;0,125;0,1319;0;0;0;0;1;0,354;1;1;0,258992805;0
HD;Estable;2;2;0;1;0;0,119318181;0,1319;0;0;0;0;1;1;1;1;0;1
HA;Estable;5;2;0;1;0;0,113636363;0,1319;0;0;0;0;1;1;1;1;0;1
HA;Sin Clasificar;5;0;0;0;0;0,113636363;0,3439;0;0;0;-1;1;0,677;0;1;0,885919835;0
HC;Estable;3;2;0;1;0;0,125;0,4685;0;0;0,187;-1;1;0,161;1;1;0,661870503;0
HD;Estable;2;2;0;0;1;0,125;0,4685;0;0;0,014;-1;1;0,258;1;1;0,467625899;1
HC;Estable;3;2;0;0;0;0,125;0,5118;0;0;0,102;-1;1;0,258;1;1;0,640287769;1
HC;Sin Clasificar;3;0;0;1;0;0,107954545;0,3439;0;0;0;-1;1;0,677;0;1;0,570400822;0
HC;Sin Clasificar;3;0;0;1;0;0,107954545;0,3439;0;0;0;0;1;0,677;0;1;0,570400822;0
HE;Estable;1;2;0;1;1;0,113636363;0,4894;0;0;0,081;0;1;1;0;1;0;1
HE;Estable;1;2;0;1;1;0,119318181;0,4894;0;0;0,121;0;1;0,225;0;1;0,272353545;0
HB;Sin Clasificar;4;0;0;1;0;0,113636363;0,4685;0;0;0;-1;1;0;0;1;0,749229188;0
HC;Sin Clasificar;3;0;0;1;0;0,107954545;0,4685;0;0;0;-1;1;0,645;0;1;0,570400822;0
H0;Sin Clasificar;0;0;0;1;0;0,107954545;0,1319;0;0;0,055;-1;1;0,322;1;1;0,011305241;0
HB;Sin Clasificar;4;0;0;1;0;0,113636363;0,1319;0;0;0;-1;1;0;0;1;0,749229188;0
HB;Sin Clasificar;4;0;0;1;0;0,119318181;0,1319;0;0;0;-1;1;0;0;1;0,749229188;0
HD;Sin Clasificar;2;0;0;1;0;0,119318181;0,4685;0;0;0;-1;1;0,354;1;1;0,383350462;1
HE;Sin Clasificar;1;0;0;0;0;0,119318181;0,4685;0;0;0;0;1;0;0;1;0,122302158;1
HA;Sin Clasificar;5;0;0;1;0;0,119318181;0,3879;0;0;0;-1;1;0,258;1;1;0,895169578;1
HB;Sin Clasificar;4;0;0;0;0;0,113636363;0,4639;0;0;0,095;-1;1;0,322;1;1;0,741007194;1
HD;Sin Clasificar;2;0;0;1;0;0,107954545;0,4685;0;0;0,026;0;1;0;0;1;0,382322713;0
HA;Sin Clasificar;5;0;0;0;0;0,102272727;0,1319;0;0;0;-1;1;0,806;1;1;0,886947584;1
HE;Estable;1;2;0;0;0;0,102272727;0,3439;0;0;0,025;0;1;0,645;0;1;0,231243576;0
HC;Sin Clasificar;3;0;0;1;0;0,119318181;0,4685;0;0;0;-1;1;0,258;1;1;0,571428571;1
HE;Sin Clasificar;1;0;0;0;0;0,102272727;0,4685;0;0;0;-1;1;1;0;1;0;1
HB;Estable;4;2;0;0;0;0,113636363;0,4685;0;0;0,014;-1;1;0,258;1;1;0,807810894;1
HC;Sin Clasificar;3;0;0;0;0;0,107954545;0,3439;0;0;0;1;1;0,225;0;1;0,556012332;0
HE;Sin Clasificar;1;0;0;0;0;0,102272727;0,4685;0;0;0,077;-1;1;0;0;1;0,122302158;0
HB;Sin Clasificar;4;0;0;0;0;0,096590909;0,4685;0;0;0,025;-1;1;0,645;0;1;0,739979445;0
H0;Estable;0;2;0;0;0;0,096590909;0,3439;0;0;0;0;1;0,677;0;1;0,061664953;0
HA;Sin Clasificar;5;0;0;1;0;0,096590909;0,3439;0;0;0;0;1;0,322;1;1;0,895169578;1
HB;Sin Clasificar;4;0;0;1;0;0,107954545;0,3439;0;0;0;0;1;0,225;0;1;0,749229188;0
HA;Sin Clasificar;5;0;0;1;0;0,102272727;0,3439;0;0;0;0;1;1;0;1;0;1
HB;Sin Clasificar;4;0;0;1;0;0,102272727;0,4685;0;0;0;0;1;1;0;1;0;1
HB;Sin Clasificar;4;0;0;1;0;0,096590909;0,4685;0;0;0;0;1;0,322;1;1;0,750256937;1
HB;Sin Clasificar;4;0;0;1;0;0,107954545;0,4685;0;0;0;0;1;0,225;0;1;0,749229188;0
HA;Sin Clasificar;5;0;0;0;0;0,102272727;0,4685;0;0;0;-1;1;1;1;1;0;1
HA;Sin Clasificar;5;0;0;0;0;0,107954545;0,4685;0;0;0;-1;1;0,258;1;1;0,886947584;0
HE;Sin Clasificar;1;0;0;0;0;0,107954545;0,3439;0;0;0,078;1;1;0;0;1;0,122302158;0
HE;Sin Clasificar;1;0;0;0;0;0,102272727;0,3439;0;0;0,077;1;1;0,225;0;1;0,122302158;0
HE;Estable;1;2;0;0;0;0,096590909;0,3439;0;0;0,025;1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,107954545;0,1319;0;0;0;0;1;0,258;1;1;0,134635149;1
HC;Sin Clasificar;3;0;0;0;0;0,09090909;0,3439;0;0;0;-1;1;0,677;0;1;0,556012332;0
HC;Sin Clasificar;3;0;0;1;0;0,09090909;0,4685;0;0;0;-1;1;0,741;1;1;0,571428571;0
HE;Sin Clasificar;1;0;0;0;0;0,096590909;0,3439;0;0;0,015;-1;1;0,225;1;1;0,123329907;1
HE;Sin Clasificar;1;0;0;0;0;0,09090909;0,3439;0;0;0;-1;1;1;1;1;0;1
HE;Sin Clasificar;1;0;0;0;0;0,102272727;0,3439;0;0;0;-1;1;0;0;1;0,122302158;0
HA;Estable;5;2;0;1;0;0,085227272;0,4685;0;0;0;-1;1;0,645;0;1;0,950668036;0
HE;Estable;1;2;0;1;0;0,09090909;0,4685;0;0;0;-1;1;0;0;1;0,257965056;0
HC;Sin Clasificar;3;0;0;1;0;0,102272727;0,4685;0;0;0;-1;1;0;0;1;0,570400822;1
HC;Estable;3;2;0;1;0;0,102272727;0,3439;0;0;0,201;-1;1;0,258;1;1;0,662898252;1
HC;Sin Clasificar;3;0;0;0;0;0,085227272;0,3439;0;0;0;-1;1;1;1;1;0;1
HC;Sin Clasificar;3;0;0;0;0;0,102272727;0,3439;0;0;0;-1;1;0;0;1;0,556012332;1
HC;Sin Clasificar;3;0;0;0;0;0,09090909;0,3439;0;0;0;-1;1;1;1;1;0;1
HC;Sin Clasificar;3;0;0;0;0;0,096590909;0,3439;0;0;0,04;-1;1;0,225;1;1;0,557040082;0
HA;Sin Clasificar;5;0;0;0;0;0,085227272;0,4685;0;0;0,051;-1;1;0,677;0;1;0,885919835;0
HC;Estable;3;2;0;1;0;0,096590909;0,4685;0;0;0,015;-1;1;0,258;1;1;0,661870503;1
HB;Sin Clasificar;4;0;0;0;0;0,079545454;0,3439;0;0;0;-1;1;0,322;1;1;0,741007194;0
HA;Sin Clasificar;5;0;0;0;0;0,085227272;0,3439;0;0;0;-1;1;0;0;1;0,885919835;0
HA;Sin Clasificar;5;0;0;0;0;0,09090909;0,3439;0;0;0;-1;1;0;0;1;0,885919835;1
H0;Sin Clasificar;0;0;0;1;0;0,085227272;0,3439;0;0;0;-1;1;1;0;1;0;1
H0;Sin Clasificar;0;0;0;1;0;0,079545454;0,3439;0;0;0;-1;1;0,322;1;1;0,011305241;1
H0;Estable;0;2;0;1;0;0,096590909;0,3439;0;0;0,684;-1;1;1;0;1;0;1
HE;Sin Clasificar;1;0;0;1;0;0,085227272;0,458;0;0;0;-1;1;0;0;1;0,133607399;1
HE;Sin Clasificar;1;0;0;1;0;0,09090909;0,458;0;0;0;-1;1;0;0;1;0,133607399;0
